Name	City	State	Enrollment	E/D Ratio	Earnings	Low Income Debt	SAT	Admission %
Northeast Wisconsin Technical College	Green Bay	WI	7280	3.48528563185228	30200	8665	NA	NA
Hohokus School-RETS Nutley	Nutley	NJ	646	3.47802642221623	25800	7418	NA	NA
Genesee Valley BOCES-Practical Nursing Program	Batavia	NY	180	3.47368421052632	33000	9500	NA	NA
Seacoast Career Schools-Sanford Campus	Sanford	ME	354	3.47058823529412	23600	6800	NA	NA
Seacoast Career School-Manchester Campus	Manchester	NH	469	3.47058823529412	23600	6800	NA	NA
Montana State University-Great Falls College of Technology	Great Falls	MT	1698	3.46902654867257	24500	7062.5	NA	NA
Edmonds Community College	Lynnwood	WA	4820	3.4669289402508	28200	8134	NA	NA
Island Drafting and Technical Institute	Amityville	NY	116	3.4658109108862	35100	10127.5	NA	NA
Illinois Valley Community College	Oglesby	IL	3483	3.46423562412342	24700	7130	NA	NA
Chadron State College	Chadron	NE	2118	3.46351801392673	28600	8257.5	NA	NA
North Hennepin Community College	Brooklyn Park	MN	6706	3.46315789473684	32900	9500	NA	NA
Central Ohio Technical College	Newark	OH	3985	3.45772442588727	26500	7664	NA	NA
Cleveland Institute of Music	Cleveland	OH	247	3.45334881920248	22300	6457.5	NA	0.3986
Columbia Basin College	Pasco	WA	4879	3.45333333333333	25900	7500	NA	NA
Southeast Community College Area	Lincoln	NE	9354	3.45189504373178	29600	8575	NA	NA
The Community College of Baltimore County	Baltimore	MD	23929	3.45	27600	8000	NA	NA
Swarthmore College	Swarthmore	PA	1536	3.44552082293019	34500	10013	1435	0.1508
Kaplan College-North Hollywood	North Hollywood	CA	1067	3.44336001754578	31400	9119	NA	NA
Kaplan College-Riverside	Riverside	CA	293	3.44336001754578	31400	9119	NA	NA
Lincoln Technical Institute-New Britain	New Britain	CT	778	3.44068813762753	34400	9998	NA	NA
Lincoln Technical Institute-Shelton	Shelton	CT	768	3.44068813762753	34400	9998	NA	NA
Stewart School	Sioux Falls	SD	153	3.4392523364486	18400	5350	NA	NA
Delaware County Community College	Media	PA	13248	3.43547473730573	27300	7946.5	NA	NA
Roxborough Memorial Hospital School of Nursing	Philadelphia	PA	132	3.435	68700	20000	NA	NA
Missouri College of Cosmetology North	Springfield	MO	130	3.43243243243243	12700	3700	NA	NA
Asnuntuck Community College	Enfield	CT	1311	3.43225806451613	26600	7750	NA	NA
West Kentucky Community and Technical College	Paducah	KY	4515	3.43160947317545	21300	6207	NA	NA
Great Basin College	Elko	NV	2733	3.4307992202729	26400	7695	NA	NA
Commonwealth Institute of Funeral Service	Houston	TX	211	3.430257576689	27900	8133.5	NA	NA
Seminole State College of Florida	Sanford	FL	17120	3.42595090369571	25400	7414	NA	NA
Northwest State Community College	Archbold	OH	2993	3.41892172468683	24700	7224.5	NA	NA
Cincinnati State Technical and Community College	Cincinnati	OH	9843	3.41650413612213	25400	7434.5	NA	NA
The Academy of Health Care Professions-Northwest	Houston	TX	418	3.41506129597198	23400	6852	NA	NA
The Academy of Health Care Professions-Southwest	Houston	TX	205	3.41506129597198	23400	6852	NA	NA
The Academy of Health Care Professions-San Antonio	San Antonio	TX	296	3.41506129597198	23400	6852	NA	NA
University of South Carolina-Lancaster	Lancaster	SC	1090	3.41333333333333	25600	7500	870	0.8891
University of the Virgin Islands	Charlotte Amalie	VI	2291	3.41333333333333	25600	7500	776	0.9535
International Air and Hospitality Academy	Vancouver	WA	485	3.40926944226237	21700	6365	NA	NA
Kirkwood Community College	Cedar Rapids	IA	14047	3.40793184136317	28400	8333.5	NA	NA
Pennsylvania Institute of Technology	Media	PA	868	3.40775558166863	23200	6808	NA	NA
Samaritan Hospital School of Nursing	Troy	NY	131	3.40458663646659	48100	14128	NA	0.6667
San Juan College	Farmington	NM	6229	3.40449281428771	24400	7167	NA	NA
Aultman College of Nursing and Health Sciences	Canton	OH	299	3.40406719717065	53900	15834	1010	1
Bay de Noc Community College	Escanaba	MI	2468	3.40356564019449	21000	6170	NA	NA
Schilling-Douglas School of Hair Design	Newark	DE	137	3.4017094017094	19900	5850	NA	NA
Southeastern Community College	West Burlington	IA	3196	3.4002144279369	22200	6529	NA	NA
Wayne County Community College District	Detroit	MI	16370	3.40014316392269	19000	5588	NA	NA
Florida Hospital College of Health Sciences	Orlando	FL	2515	3.40008063432334	50600	14882	888	0.9618
Brown Mackie College-Tucson	Tucson	AZ	726	3.4	25500	7500	NA	0.5425
Los Angeles City College	Los Angeles	CA	18095	3.4	18700	5500	NA	NA
Atlanta Metropolitan College	Atlanta	GA	2691	3.4	20400	6000	NA	NA
Brown Mackie College-Merrillville	Merrillville	IN	582	3.4	25500	7500	NA	0.5425
Brown Mackie College-Michigan City	Michigan City	IN	414	3.4	25500	7500	NA	0.5425
Brown Mackie College-South Bend	South Bend	IN	876	3.4	25500	7500	NA	0.5425
Brown Mackie College-Louisville	Louisville	KY	1968	3.4	25500	7500	NA	0.5425
Brown Mackie College-Northern Kentucky	Fort Mitchell	KY	756	3.4	25500	7500	NA	0.5425
The Art Institute of Las Vegas	Henderson	NV	1232	3.4	25500	7500	NA	0.5425
Brown Mackie College-North Canton	Canton	OH	842	3.4	25500	7500	NA	0.5425
Brown Mackie College-Cincinnati	Cincinnati	OH	1522	3.4	25500	7500	NA	0.5425
Brown Mackie College-Akron	Akron	OH	1022	3.4	25500	7500	NA	0.5425
The University of Texas Health Science Center at San Antonio	San Antonio	TX	948	3.4	62900	18500	NA	0.248
Community College of Vermont	Montpelier	VT	5234	3.4	22100	6500	NA	NA
Brown Mackie College-Quad Cities	Bettendorf	IA	372	3.4	25500	7500	NA	0.5425
Brown Mackie College-Findlay	Findlay	OH	742	3.4	25500	7500	NA	0.5425
Brown Mackie College-Fort Wayne	Fort Wayne	IN	1303	3.4	25500	7500	NA	0.5425
Brown Mackie College-Atlanta	Atlanta	GA	917	3.4	25500	7500	NA	0.5425
Brown Mackie College-Hopkinsville	Hopkinsville	KY	278	3.4	25500	7500	NA	0.5425
The Art Institute of Phoenix	Phoenix	AZ	1190	3.4	25500	7500	NA	0.5425
The Art Institute of Tucson	Tucson	AZ	491	3.4	25500	7500	NA	0.5425
The Art Institute of Indianapolis	Indianapolis	IN	942	3.4	25500	7500	NA	0.5425
The Art Institute of Salt Lake City	Draper	UT	669	3.4	25500	7500	NA	0.5425
Brown Mackie College-Indianapolis	Indianapolis	IN	1308	3.4	25500	7500	NA	0.5425
The Art Institutes International–Kansas City	Lenexa	KS	560	3.4	25500	7500	NA	0.5425
Brown Mackie College-Boise	Boise	ID	589	3.4	25500	7500	NA	0.5425
Brown Mackie College-Tulsa	Tulsa	OK	455	3.4	25500	7500	NA	0.5425
Brown Mackie College-Phoenix	Phoenix	AZ	510	3.4	25500	7500	NA	0.5425
Brown Mackie College-Greenville	Greenville	SC	866	3.4	25500	7500	NA	0.5425
Brown Mackie College-Albuquerque	Albuquerque	NM	546	3.4	25500	7500	NA	0.5425
Brown Mackie College-St Louis	Fenton	MO	462	3.4	25500	7500	NA	0.5425
Brown Mackie College-San Antonio	San Antonio	TX	379	3.4	25500	7500	NA	0.5425
Art Institute of Wisconsin (The)	Milwaukee	WI	273	3.4	25500	7500	NA	0.5425
Brown Mackie College-Birmingham	Birmingham	AL	320	3.4	25500	7500	NA	0.5425
Technical College of the Lowcountry	Beaufort	SC	2391	3.39663424424888	22000	6477	NA	NA
Pierce College at Fort Steilacoom	Lakewood	WA	5062	3.39572834173266	28300	8334	NA	NA
Pierce College at Puyallup	Puyallup	WA	2481	3.39572834173266	28300	8334	NA	NA
Nashua Community College	Nashua	NH	1963	3.39470655926352	29500	8690	NA	NA
Pima Medical Institute-Tucson	Tucson	AZ	1617	3.39366515837104	25500	7514	NA	NA
Pima Medical Institute-Albuquerque	Albuquerque	NM	1064	3.39366515837104	25500	7514	NA	NA
Pima Medical Institute-Mesa	Mesa	AZ	1559	3.39366515837104	25500	7514	NA	NA
Pima Medical Institute-Seattle	Seattle	WA	810	3.39366515837104	25500	7514	NA	NA
Pima Medical Institute-Denver	Denver	CO	1234	3.39366515837104	25500	7514	NA	NA
Pima Medical Institute-Chula Vista	Chula Vista	CA	1236	3.39366515837104	25500	7514	NA	NA
Pima Medical Institute-Colorado Springs	Colorado Springs	CO	744	3.39366515837104	25500	7514	NA	NA
Pima Medical Institute-Las Vegas	Las Vegas	NV	1167	3.39366515837104	25500	7514	NA	NA
Pima Medical Institute-Renton	Renton	WA	892	3.39366515837104	25500	7514	NA	NA
Pima Medical Institute-East Valley	Mesa	AZ	491	3.39366515837104	25500	7514	NA	NA
Pima Medical Institute-Houston	Houston	TX	289	3.39366515837104	25500	7514	NA	NA
Dabney S Lancaster Community College	Clifton Forge	VA	914	3.3927454659162	21700	6396	NA	NA
Cameron University	Lawton	OK	5619	3.38244714926329	26400	7805	NA	NA
Saint Thomas University	Miami Gardens	FL	1085	3.38196845745129	40100	11857	883	0.6265
Williston State College	Williston	ND	581	3.37919647771051	30700	9085	NA	NA
Rizzieri Aveda School for Beauty and Wellness	Voorhees	NJ	345	3.37912521711669	21400	6333	NA	NA
Porter and Chester Institute of Branford	Branford	CT	337	3.37894736842105	32100	9500	NA	NA
James Sprunt Community College	Kenansville	NC	1175	3.37867105605129	19500	5771.5	NA	NA
The Art Institute of Pittsburgh	Pittsburgh	PA	2244	3.37833431161547	25900	7666.5	NA	0.7185
The Art Institute of Pittsburgh-Online Division	Pittsburgh	PA	9820	3.37833431161547	25900	7666.5	NA	0.7185
Eastern Idaho Technical College	Idaho Falls	ID	708	3.37777777777778	22800	6750	NA	NA
Capri Institute of Hair Design-Paramus	Paramus	NJ	227	3.37775244067555	23700	7016.5	NA	NA
Central New Mexico Community College	Albuquerque	NM	26119	3.37142857142857	23600	7000	NA	NA
Branford Hall Career Institute-Branford Campus	Branford	CT	584	3.3714205106503	23900	7089	NA	NA
Branford Hall Career Institute-Bohemia Campus	Bohemia	NY	922	3.3714205106503	23900	7089	NA	NA
Branford Hall Career Institute-Windsor Campus	Windsor	CT	623	3.3714205106503	23900	7089	NA	NA
Branford Hall Career Institute-Southington Campus	Southington	CT	599	3.3714205106503	23900	7089	NA	NA
Branford Hall Career Institute-Springfield Campus	Springfield	MA	697	3.3714205106503	23900	7089	NA	NA
Branford Hall Career Institute-Albany Campus	Albany	NY	296	3.3714205106503	23900	7089	NA	NA
Porter and Chester Institute of Stratford	Stratford	CT	2645	3.36842105263158	32000	9500	NA	NA
Southeast Technical Institute	Sioux Falls	SD	2439	3.36842105263158	32000	9500	NA	NA
Cayuga County Community College	Auburn	NY	3172	3.36801137639398	22500	6680.5	NA	NA
Schuylkill Technology Center	Frackville	PA	118	3.36680448907265	34200	10158	NA	NA
Pikes Peak Community College	Colorado Springs	CO	13084	3.36551724137931	24400	7250	NA	NA
Capitol School of Hairstyling and Esthetics	Omaha	NE	131	3.36333491236381	21300	6333	NA	NA
Daytona State College	Daytona Beach	FL	12899	3.36296296296296	22700	6750	NA	NA
Washtenaw Community College	Ann Arbor	MI	11116	3.36296296296296	22700	6750	NA	NA
Southwestern Community College	Creston	IA	1135	3.36103187399231	27100	8063	NA	NA
Mitchell Technical Institute	Mitchell	SD	1024	3.36	33600	10000	NA	NA
McLennan Community College	Waco	TX	8807	3.36	25200	7500	NA	NA
Herkimer County Community College	Herkimer	NY	2874	3.35714285714286	23500	7000	NA	NA
River Valley Community College	Claremont	NH	900	3.35695305580159	37900	11290	NA	NA
Normandale Community College	Bloomington	MN	8615	3.35689045936396	30400	9056	NA	NA
Indiana Institute of Technology	Fort Wayne	IN	4493	3.35137187885693	35300	10533	935	0.6475
Gateway Technical College	Kenosha	WI	8273	3.35126189491105	24300	7251	NA	NA
Bainbridge College	Bainbridge	GA	3630	3.34907685702018	19500	5822.5	913	0.7104
University of Science and Arts of Oklahoma	Chickasha	OK	1005	3.34896182183523	27500	8211.5	1070	0.2725
Kaplan College-San Diego	San Diego	CA	1256	3.34736842105263	31800	9500	NA	NA
Benjamin Franklin Institute of Technology	Boston	MA	438	3.34736842105263	31800	9500	NA	NA
Kaplan College-Chula Vista	Chula Vista	CA	295	3.34736842105263	31800	9500	NA	NA
Fulton-Montgomery Community College	Johnstown	NY	2333	3.34666666666667	25100	7500	NA	NA
North American Trade Schools	Baltimore	MD	519	3.34620334620335	26000	7770	NA	NA
Tennessee Technological University	Cookeville	TN	9479	3.33684210526316	31700	9500	1074	0.971
Anne Arundel Community College	Arnold	MD	15241	3.3356102003643	29300	8784	NA	NA
Tallahassee Community College	Tallahassee	FL	13694	3.33358026520483	22500	6749.5	NA	NA
Capitol College	Laurel	MD	380	3.33333333333333	50000	15000	1042	0.561
Texas A & M University-Texarkana	Texarkana	TX	1450	3.33265596423491	32800	9842	977	0.4954
Med-Assist School of Hawaii Inc	Honolulu	HI	112	3.33199518265757	24900	7473	NA	0.5789
Berkshire Community College	Pittsfield	MA	2158	3.32857142857143	23300	7000	NA	NA
Concordia College Alabama	Selma	AL	719	3.32727272727273	18300	5500	NA	NA
Itasca Community College	Grand Rapids	MN	1130	3.32402943415377	26200	7882	NA	NA
Southwest School of Business and Technical Careers-San Antonio	San Antonio	TX	367	3.32117488961413	17300	5209	NA	NA
Southern New Hampshire University	Manchester	NH	7028	3.31428571428571	34800	10500	980	0.8365
College of Southern Idaho	Twin Falls	ID	5909	3.31262939958592	22400	6762	NA	NA
Pacific College	Costa Mesa	CA	293	3.31239692620794	47200	14249.5	NA	NA
Minnesota School of Cosmetology	WOODBURY	MN	236	3.30909090909091	18200	5500	NA	0.9746
Georgia Institute of Technology-Main Campus	Atlanta	GA	13300	3.30201789982767	59400	17989	1329	0.5169
National Massage Therapy Institute	Philadelphia	PA	718	3.2994923857868	24700	7486	NA	NA
Southwestern Oklahoma State University	Weatherford	OK	4252	3.29896907216495	32000	9700	990	0.9231
Fisher College	Boston	MA	1581	3.29815303430079	27500	8338	847	0.5891
Salter College-West Boylston	West Boylston	MA	812	3.2967032967033	23100	7007	NA	NA
The Salter School-Tewksbury Campus	Tewksbury	MA	276	3.2967032967033	23100	7007	NA	NA
The Salter School-Malden Campus	Malden	MA	565	3.2967032967033	23100	7007	NA	NA
Salter School-Fall River Campus	Fall River	MA	334	3.2967032967033	23100	7007	NA	NA
Salter School of Nursing & Allied Health	Manchester	NH	206	3.2967032967033	23100	7007	NA	NA
Salter School-New Bedford	New Bedford	MA	274	3.2967032967033	23100	7007	NA	NA
Southwest Texas Junior College	Uvalde	TX	4139	3.29230769230769	21400	6500	NA	NA
College of Southern Nevada	Las Vegas	NV	31237	3.29192546583851	26500	8050	NA	NA
Thomas Nelson Community College	Hampton	VA	9245	3.28652092080498	22700	6907	NA	NA
Baltimore School of Massage	Linthicum	MD	714	3.28571428571429	25300	7700	NA	NA
Chapman University	Orange	CA	5265	3.28407224958949	42000	12789	1208	0.4485
Park University	Parkville	MO	10211	3.27812873484719	38400	11714	1030	0.7554
Tulsa Welding School-Tulsa Campus	Tulsa	OK	1033	3.27368421052632	31100	9500	NA	NA
Tulsa Welding School-Jacksonville Campus	Jacksonville	FL	853	3.27368421052632	31100	9500	NA	NA
Santa Rosa Junior College	Santa Rosa	CA	21615	3.27274998438573	26200	8005.5	NA	NA
Drexel University	Philadelphia	PA	14727	3.2704	51100	15625	1205	0.575
Southern Utah University	Cedar City	UT	5774	3.26857142857143	28600	8750	1048	0.7643
East Georgia College	Swainsboro	GA	3407	3.26806592477814	23200	7099	NA	NA
Institute of American Indian and Alaska Native Culture	Santa Fe	NM	272	3.26436781609195	14200	4350	NA	NA
Rainy River Community College	International Falls	MN	269	3.26358525921299	20900	6404	NA	NA
Manor College	Jenkintown	PA	875	3.26315789473684	31000	9500	795	0.5247
Cuesta College	San Luis Obispo	CA	9331	3.26295585412668	25500	7815	NA	NA
East-West University	Chicago	IL	734	3.2620320855615	18300	5610	NA	NA
Central Maine Community College	Auburn	ME	2455	3.26183525828151	25700	7879	NA	NA
Florence-Darlington Technical College	Florence	SC	5907	3.26153846153846	21200	6500	NA	NA
National University	La Jolla	CA	7879	3.25423728813559	48000	14750	NA	NA
Amridge University	Montgomery	AL	360	3.25106551689959	32800	10089	NA	NA
Loma Linda University	Loma Linda	CA	1053	3.25	68900	21200	NA	NA
Roane State Community College	Harriman	TN	5476	3.24832214765101	24200	7450	910	0.993
Hair Professionals Academy of Cosmetology	West Dundee	IL	205	3.24825986078886	20300	6249.5	NA	NA
Gavilan College	Gilroy	CA	6720	3.248	20300	6250	NA	NA
Ridgewater College	Willmar	MN	3690	3.24697363955199	28700	8839	NA	NA
Red Rocks Community College	Lakewood	CO	8243	3.24571428571429	28400	8750	NA	NA
Frank Phillips College	Borger	TX	553	3.24540604623592	21900	6748	NA	NA
Johns Hopkins University	Baltimore	MD	5817	3.24448973025151	60500	18647	1393	0.194
Northland Community and Technical College	Thief River Falls	MN	3096	3.24210526315789	30800	9500	NA	NA
Erie 2 Chautauqua Cattaraugus BOCES-Practical Nursing Program	Angola	NY	167	3.24210526315789	30800	9500	NA	NA
Lansing Community College	Lansing	MI	20190	3.23870967741935	25100	7750	NA	NA
Tompkins Cortland Community College	Dryden	NY	3482	3.23844345782189	24800	7658	NA	NA
Ohio State School of Cosmetology-Canal Winchester	CANAL WINCHESTER	OH	116	3.23711340206186	15700	4850	NA	NA
Iowa Lakes Community College	Estherville	IA	2205	3.2357562707327	27800	8591.5	NA	NA
Saint Louis Community College	Saint Louis	MO	25947	3.23494335122242	21700	6708	NA	NA
School of Automotive Machinists	Houston	TX	149	3.23333333333333	38800	12000	NA	1
Dakota County Technical College	Rosemount	MN	2761	3.23157894736842	30700	9500	NA	NA
Mid-America Christian University	Oklahoma City	OK	1743	3.23157894736842	30700	9500	NA	NA
Albany Technical College	Albany	GA	4666	3.23031255456609	18500	5727	NA	NA
Career Training Solutions	Fredericksburg	VA	170	3.22965081635085	27100	8391	NA	NA
Cortiva Institute-Boston	Watertown	MA	222	3.22814653608995	26700	8271	NA	NA
TCTC Adult Training Center	Warren	OH	225	3.22368421052632	24500	7600	NA	1
Finger Lakes Community College	Canandaigua	NY	4861	3.22336249052965	23400	7259.5	NA	NA
Hawkeye Community College	Waterloo	IA	4417	3.22244752562065	29400	9123.5	NA	NA
Alexandria Technical & Community College	Alexandria	MN	1845	3.22105263157895	30600	9500	NA	NA
Maine Maritime Academy	Castine	ME	927	3.22082045283649	77100	23938	1002	0.6412
Academy of Health Care Professions	Austin	TX	205	3.22063343578779	24100	7483	NA	NA
Michigan College of Beauty-Monroe	Monroe	MI	116	3.21942953967806	11400	3541	NA	NA
Western Nevada College	Carson City	NV	3531	3.21917405862656	27400	8511.5	NA	NA
Alaska Career College	Anchorage	AK	381	3.21836555360281	29300	9104	NA	NA
Linn-Benton Community College	Albany	OR	6220	3.21729957805907	24400	7584	NA	NA
Elizabethtown Community and Technical College	Elizabethtown	KY	6604	3.20733104238259	23800	7420.5	NA	NA
Nashville State Community College	Nashville	TN	8273	3.20563979781857	24100	7518	NA	NA
Harris School of Business-Voorhees Campus	Voorhees	NJ	349	3.20433436532508	20700	6460	NA	NA
Harris School of Business-Dover Campus	Dover	DE	624	3.20433436532508	20700	6460	NA	NA
Tulane University of Louisiana	New Orleans	LA	8271	3.20262629947109	43900	13707.5	1342	0.2495
Napa Valley College	Napa	CA	6133	3.2	28800	9000	NA	NA
City Colleges of Chicago-Olive-Harvey College	Chicago	IL	4024	3.2	16800	5250	NA	NA
University of Kentucky	Lexington	KY	19709	3.2	33600	10500	1141	0.6852
Lawrence Memorial Hospital School of Nursing	Medford	MA	311	3.195	63900	20000	NA	NA
