Name	City	State	Enrollment	E/D Ratio	Earnings	Debt	SAT	Admission %
Le Cordon Bleu College of Culinary Arts-Atlanta	Tucker	GA	1345	1.60882861321633	24200	15042	NA	NA
Le Cordon Bleu College of Culinary Arts-Minneapolis	Mendota Heights	MN	1005	1.60882861321633	24200	15042	NA	NA
North Dakota State University-Main Campus	Fargo	ND	11610	1.60869565217391	37000	23000	1091	0.8601
Simpson University	Redding	CA	1015	1.60835383784433	26800	16663	1051	0.5196
The University of Virginia's College at Wise	Wise	VA	1608	1.60797378782455	29200	18159.5	949	0.7716
Murray State College	Tishomingo	OK	2092	1.60645225266916	24300	15126.5	NA	NA
Erie Institute of Technology Inc	Erie	PA	243	1.60606060606061	26500	16500	NA	NA
East Central University	Ada	OK	3879	1.60533333333333	30100	18750	971	0.9186
Southern Illinois University Edwardsville	Edwardsville	IL	11385	1.60487804878049	32900	20500	1030	0.8048
St Mary's College of Maryland	St. Mary's City	MD	1909	1.60470588235294	34100	21250	1221	0.6531
Redstone College	Broomfield	CO	831	1.60440561108341	37000	23061.5	NA	NA
Muhlenberg College	Allentown	PA	2384	1.604	40100	25000	1242	0.4322
University of Alabama at Birmingham	Birmingham	AL	10854	1.60386473429952	33200	20700	1107	0.7223
Kellogg Community College	Battle Creek	MI	5167	1.60072290711934	24800	15493	NA	NA
Minnesota State University-Mankato	Mankato	MN	12823	1.6	34000	21250	1030	0.8864
Merrell University of Beauty Arts and Science	Jefferson City	MO	146	1.6	17600	11000	NA	NA
Santa Fe Community College	Santa Fe	NM	3768	1.6	26400	16500	NA	NA
Mercy College	Dobbs Ferry	NY	6789	1.6	31200	19500	NA	0.6047
Dallas Baptist University	Dallas	TX	3405	1.6	35200	22000	1114	0.4374
Kenneth Shuler School of Cosmetology and Nails-Columbia	Columbia	SC	130	1.59972378869835	13900	8689	NA	NA
Kenneth Shuler School of Cosmetology-Spartanburg	Spartanburg	SC	156	1.59972378869835	13900	8689	NA	NA
Kenneth Shuler School of Cosmetology-Columbia	Columbia	SC	150	1.59972378869835	13900	8689	NA	NA
Texas A & M University-Corpus Christi	Corpus Christi	TX	8254	1.59938706124599	33400	20883	948	0.8465
Roberts Wesleyan College	Rochester	NY	1357	1.59907834101382	34700	21700	1097	0.5125
University of Central Oklahoma	Edmond	OK	15158	1.59850266838657	31600	19768.5	1010	0.7997
Brandeis University	Waltham	MA	3493	1.59565217391304	36700	23000	1340	0.3999
Pennsylvania College of Technology	Williamsport	PA	5876	1.59540229885057	34700	21750	NA	NA
Mount Holyoke College	South Hadley	MA	2317	1.59493670886076	31500	19750	NA	0.5149
Rhode Island College	Providence	RI	7491	1.59493670886076	31500	19750	936	0.7525
State University of New York at New Paltz	New Paltz	NY	6559	1.59474671669794	30600	19188	1137	0.3741
New York Institute of Technology	Old Westbury	NY	4741	1.59392789373814	37800	23715	1017	0.688
Ohio Valley College of Technology	East Liverpool	OH	204	1.59359190556492	18900	11860	NA	NA
Terra State Community College	Fremont	OH	2497	1.59333333333333	23900	15000	NA	NA
Community College of Denver	Denver	CO	9720	1.59322033898305	23500	14750	NA	NA
Wagner College	Staten Island	NY	1844	1.59162303664921	38000	23875	1162	0.7108
Temple University	Philadelphia	PA	27172	1.59130434782609	36600	23000	1107	0.6284
Long Island University-Brooklyn Campus	Brooklyn	NY	5117	1.59116022099448	36000	22625	880	0.8195
Long Island University-C W Post Campus	Brookville	NY	4468	1.59116022099448	36000	22625	986	0.8195
Eastern New Mexico University-Main Campus	Portales	NM	3880	1.5906321916881	23500	14774	952	0.6287
Eastern New Mexico University-Roswell Campus	Roswell	NM	2857	1.5906321916881	23500	14774	NA	0.6287
Eastern New Mexico University-Ruidoso Campus	Ruidoso	NM	759	1.5906321916881	23500	14774	NA	0.6287
Educators of Beauty-Rockford	Rockford	IL	102	1.59047619047619	16700	10500	NA	NA
University of Northern Colorado	Greeley	CO	10099	1.59	31800	20000	1033	0.7282
University of Louisville	Louisville	KY	14737	1.58974358974359	31000	19500	1110	0.749
American Professional Institute	Macon	GA	520	1.58947368421053	15100	9500	NA	NA
Assumption College	Worcester	MA	2237	1.588	39700	25000	NA	0.7511
De Wolff College Hair Styling and Cosmetology	Albuquerque	NM	120	1.5875	12700	8000	NA	NA
Cameo College of Essential Beauty	Murray	UT	266	1.5875	12700	8000	NA	NA
Salem College	Winston Salem	NC	929	1.58705621682898	30800	19407	1051	0.5961
Salon Success Academy-Redlands	Redlands	CA	167	1.58697013990395	15200	9578	NA	NA
Berks Technical Institute	Wyomissing	PA	997	1.5868153412572	25900	16322	NA	NA
Indiana University-Bloomington	Bloomington	IN	32041	1.58636363636364	34900	22000	1182	0.7228
Treasure Valley Community College	Ontario	OR	2344	1.5859649122807	22600	14250	NA	NA
Truman State University	Kirksville	MO	5550	1.5858371774093	31800	20052.5	1244	0.7503
Oregon State University	Corvallis	OR	20031	1.58579881656805	33500	21125	1090	0.8111
Oregon State University-Cascades Campus	Bend	OR	611	1.58579881656805	33500	21125	NA	0.8111
Kenneth Shuler School of Cosmetology-Florence	Florence	SC	181	1.58546464529568	13700	8641	NA	NA
New England Institute of Technology	Warwick	RI	2894	1.585	31700	20000	NA	NA
Piedmont Technical College	Greenwood	SC	5245	1.58490566037736	21000	13250	NA	NA
Fresno Pacific University	Fresno	CA	2481	1.58461538461538	30900	19500	998	0.4455
Goshen College	Goshen	IN	849	1.58421052631579	30100	19000	1094	0.5951
Manchester Community College	Manchester	NH	2244	1.58421052631579	30100	19000	NA	NA
Victor Valley College	Victorville	CA	10392	1.58367346938775	19400	12250	NA	NA
York College Pennsylvania	York	PA	5168	1.58333333333333	38000	24000	1067	0.7266
Concordia University-Saint Paul	Saint Paul	MN	1452	1.58306878306878	37400	23625	NA	NA
Immaculata University	Immaculata	PA	2904	1.5814696485623	39600	25040	921	0.779
Professional Skills Institute	Toledo	OH	328	1.58126622004949	26200	16569	NA	0.8
Georgia State University	Atlanta	GA	23405	1.58048780487805	32400	20500	1093	0.5183
Georgia Southern University	Statesboro	GA	16757	1.58	31600	20000	1089	0.5595
D'Youville College	Buffalo	NY	1940	1.58	39500	25000	1044	0.8653
Lancaster Bible College	Lancaster	PA	918	1.57910906298003	25700	16275	990	0.9619
Florida Education Institute	Miami	FL	292	1.57894736842105	15000	9500	NA	NA
Intellitec Medical Institute	Colorado Springs	CO	493	1.57837837837838	21900	13875	NA	NA
Saint John Fisher College	Rochester	NY	2853	1.57837837837838	36500	23125	1102	0.6647
Doane College-Crete	Crete	NE	1064	1.57783517257572	33600	21295	1070	0.8256
Doane College-Lincoln Grand Island and Master	Lincoln	NE	761	1.57783517257572	33600	21295	NA	0.8256
Kean University	Union	NJ	13152	1.57727272727273	34700	22000	930	0.701
Wheaton College	Norton	MA	1622	1.57674418604651	33900	21500	NA	0.6155
University of North Carolina at Charlotte	Charlotte	NC	20179	1.57619047619048	33100	21000	1067	0.7148
Salve Regina University	Newport	RI	2017	1.576	39400	25000	1112	0.6953
Endicott College	Beverly	MA	2439	1.57525773195876	38200	24250	1093	0.5901
University of Oregon	Eugene	OR	20248	1.575	31500	20000	1108	0.7879
Reed College	Portland	OR	1410	1.575	25200	16000	1383	0.3985
Montana State University-Billings	Billings	MT	4490	1.57476139978791	29700	18860	1011	0.9947
Hillsdale Free Will Baptist College	Moore	OK	206	1.57431960921144	28200	17912.5	930	0.8889
Pine Technical College	Pine City	MN	736	1.57364295396947	26700	16967	NA	NA
PJA School	Upper Darby	PA	225	1.57340355497038	23900	15190	NA	1
Westfield State University	Westfield	MA	5254	1.57303370786517	32900	20915	1015	0.6121
Campbell University	Buies Creek	NC	4539	1.57272727272727	34600	22000	1027	0.6672
Gordon College	Barnesville	GA	4580	1.57269418309182	22900	14561	848	0.4714
Business Informatics Center Inc	Valley Stream	NY	108	1.57248829179913	23000	14626.5	NA	NA
Cardinal Stritch University	Milwaukee	WI	3004	1.57184049511217	44700	28438	1014	0.4764
Skidmore College	Saratoga Springs	NY	2655	1.57142857142857	33000	21000	1254	0.4206
Mount Aloysius College	Cresson	PA	1493	1.57142857142857	33000	21000	894	0.7227
Potomac State College of West Virginia University	Keyser	WV	1483	1.57142857142857	33000	21000	NA	0.8518
West Virginia University Institute of Technology	Montgomery	WV	1171	1.57142857142857	33000	21000	968	0.8518
West Virginia University	Morgantown	WV	22189	1.57142857142857	33000	21000	1067	0.8518
Bellarmine University	Louisville	KY	2389	1.57083333333333	37700	24000	1114	0.5182
College of Saint Mary	Omaha	NE	770	1.57083333333333	37700	24000	1010	0.4703
Laurel Business Institute	Uniontown	PA	223	1.56890089775996	18000	11473	NA	0.7596
Nicholls State University	Thibodaux	LA	5921	1.568	29400	18750	1030	0.8418
Western New England University	Springfield	MA	2642	1.568	39200	25000	1073	0.7985
Rhode Island School of Design	Providence	RI	1972	1.56744186046512	33700	21500	1243	0.3372
SUNY College at Cortland	Cortland	NY	6344	1.56666666666667	32900	21000	1059	0.4095
North Central College	Naperville	IL	2619	1.56654583117556	36300	23172	1125	0.6461
Florida Institute of Animal Arts	Winter Park	FL	256	1.56521739130435	13500	8625	NA	NA
Piedmont College	Demorest	GA	1287	1.56452464366272	32600	20837	1027	0.6435
Montclair State University	Montclair	NJ	14243	1.56444444444444	35200	22500	990	0.5665
Oklahoma City University	Oklahoma City	OK	2239	1.5632183908046	34000	21750	1155	0.7404
St John's University-New York	Queens	NY	11764	1.5625	37500	24000	1093	0.4555
Lackawanna College	Scranton	PA	1515	1.5625	25000	16000	NA	NA
Midland University	Fremont	NE	971	1.56242646712786	33200	21249	1070	0.538
Loyola University-Chicago	Chicago	IL	9483	1.56	39000	25000	1218	0.5493
Inter American University of Puerto Rico-San German	San German	PR	4730	1.56	15600	10000	NA	0.4713
Inter American University of Puerto Rico-Aguadilla	Aguadilla	PR	4686	1.56	15600	10000	NA	0.4713
Inter American University of Puerto Rico-Arecibo	Arecibo	PR	5032	1.56	15600	10000	NA	0.4713
Inter American University of Puerto Rico-Barranquitas	Barranquitas	PR	2314	1.56	15600	10000	NA	0.4713
Inter American University of Puerto Rico-Metro	San Juan	PR	8046	1.56	15600	10000	NA	0.4713
Inter American University of Puerto Rico-Ponce	Mercedita	PR	5986	1.56	15600	10000	NA	0.4713
Inter American University of Puerto Rico-Fajardo	Fajardo	PR	2214	1.56	15600	10000	NA	0.4713
Inter American University of Puerto Rico-Guayama	Guayama	PR	2334	1.56	15600	10000	NA	0.4713
Inter American University of Puerto Rico-Bayamon	Bayamon	PR	5083	1.56	15600	10000	NA	0.4713
Paul Mitchell the School-Provo	Provo	UT	173	1.56	19500	12500	NA	NA
Paul Mitchell the School-Costa Mesa	Costa Mesa	CA	254	1.56	19500	12500	NA	NA
Paul Mitchell the School-Rhode Island	Cranston	RI	211	1.56	19500	12500	NA	NA
Paul Mitchell the School-Orlando	Casselberry	FL	262	1.56	19500	12500	NA	NA
Paul Mitchell the School-Tampa	Tampa	FL	206	1.56	19500	12500	NA	NA
Paul Mitchell the School-San Diego	San Diego	CA	326	1.56	19500	12500	NA	NA
Paul Mitchell the School-Michigan	Sterling Heights	MI	260	1.56	19500	12500	NA	NA
Somerset Community College	Somerset	KY	7134	1.55907429963459	19200	12315	NA	NA
Peru State College	Peru	NE	1474	1.55885054454796	29700	19052.5	NA	NA
Bay Path College	Longmeadow	MA	1571	1.55862068965517	33900	21750	960	0.5796
Colorado School of Healing Arts	Lakewood	CO	189	1.558528149352	18700	11998.5	NA	NA
University of Missouri-St Louis	Saint Louis	MO	9031	1.55811634862853	33600	21564.5	1090	0.691
B Street Design School of International Hair Styling-Manhattan	Manhattan	KS	105	1.55789473684211	14800	9500	NA	NA
Bob Jones University	Greenville	SC	3045	1.55757575757576	25700	16500	NA	NA
Southern Connecticut State University	New Haven	CT	8696	1.55755201613849	33200	21315.5	935	0.7185
Southwestern College	Winfield	KS	1341	1.55712925001035	37600	24147	989	0.873
Upper Iowa University	Fayette	IA	5056	1.55643682572172	36500	23451	1010	0.6012
John Carroll University	University Heights	OH	2956	1.556	38900	25000	1109	0.8379
Calvary Bible College and Theological Seminary	Kansas City	MO	265	1.55586206896552	28200	18125	950	0.8269
Triangle Tech Inc-Erie	Erie	PA	104	1.55555555555556	28000	18000	NA	NA
Florida Institute of Technology	Melbourne	FL	5225	1.55532574974147	37600	24175	1137	0.5737
Fort Hays State University	Hays	KS	10811	1.555	31100	20000	1010	0.6777
Jones International University	Centennial	CO	2281	1.55486608894119	43600	28041	NA	NA
Caldwell Community College and Technical Institute	Hudson	NC	3940	1.55384615384615	20200	13000	NA	NA
Angelo State University	San Angelo	TX	6117	1.55384615384615	30300	19500	970	0.9282
Avalon School of Cosmetology	Mesa	AZ	254	1.55376598768356	16400	10555	NA	NA
Avalon School of Cosmetology-Phoenix	Phoenix	AZ	225	1.55376598768356	16400	10555	NA	NA
Avalon School of Cosmetology-Layton	Layton	UT	137	1.55376598768356	16400	10555	NA	NA
George Fox University	Newberg	OR	2155	1.55348837209302	33400	21500	1108	0.7962
Franklin and Marshall College	Lancaster	PA	2324	1.552	38800	25000	NA	0.4467
Frostburg State University	Frostburg	MD	4617	1.55172413793103	31500	20300	971	0.5524
Midwestern State University	Wichita Falls	TX	5443	1.55136080347935	34600	22303	1026	0.52
Minot State University	Minot	ND	2863	1.55095504975409	33900	21857.5	1003	0.5778
Concordia University-Irvine	Irvine	CA	1624	1.55080740448996	31500	20312	1017	0.7597
St. Francis College	Brooklyn Heights	NY	2648	1.55	34100	22000	935	0.7047
Indiana Institute of Technology	Fort Wayne	IN	4493	1.54933286516854	35300	22784	935	0.6475
SUNY College at Brockport	Brockport	NY	7141	1.54916374759485	31400	20269	1059	0.4184
Eastern Connecticut State University	Willimantic	CT	5047	1.5489092515931	33300	21499	1003	0.7041
Saint Joseph College	West Hartford	CT	1001	1.54814814814815	41800	27000	998	0.7843
Gannon University	Erie	PA	2652	1.548	38700	25000	1037	0.8519
University of Pittsburgh-Bradford	Bradford	PA	1547	1.54766942748322	38400	24811.5	990	0.6201
University of Pittsburgh-Greensburg	Greensburg	PA	1840	1.54766942748322	38400	24811.5	1005	0.6201
University of Pittsburgh-Johnstown	Johnstown	PA	2956	1.54766942748322	38400	24811.5	1007	0.6201
University of Pittsburgh-Pittsburgh Campus	Pittsburgh	PA	18092	1.54766942748322	38400	24811.5	1262	0.6201
University of Pittsburgh-Titusville	Titusville	PA	446	1.54766942748322	38400	24811.5	892	0.6201
Indiana University-Purdue University-Indianapolis	Indianapolis	IN	21235	1.54727401355576	33900	21909.5	1005	0.6934
Andrew College	Cuthbert	GA	320	1.54683471784589	18900	12218.5	822	0.4966
Hamline University	Saint Paul	MN	1907	1.54639175257732	37500	24250	1103	0.7146
Crimson Technical College	Inglewood	CA	453	1.54630416312659	36400	23540	NA	NA
University of South Carolina-Salkehatchie	Allendale	SC	892	1.54615384615385	20100	13000	818	0.7842
Old Dominion University	Norfolk	VA	18881	1.54576271186441	34200	22125	1014	0.7533
Salish Kootenai College	Pablo	MT	1026	1.54545454545455	17000	11000	NA	NA
Beal College	Bangor	ME	500	1.54510837727006	21100	13656	NA	NA
New York College of Health Professions	Syosset	NY	668	1.54408102274614	27900	18069	NA	0.8804
University of St Thomas	Houston	TX	1524	1.54347826086957	35500	23000	1140	0.7841
Winona State University	Winona	MN	8231	1.54330708661417	34300	22225	1070	0.6894
Southwestern University	Georgetown	TX	1341	1.54187958231504	34700	22505	1241	0.6483
University of Wisconsin-Green Bay	Green Bay	WI	6109	1.54146341463415	31600	20500	1070	0.8532
St Olaf College	Northfield	MN	3128	1.53913043478261	35400	23000	1317	0.5295
University of Vermont	Burlington	VT	10459	1.53882352941176	32700	21250	1191	0.7538
Metro Business College-Cape Girardeau	Cape Girardeau	MO	181	1.53752605976372	17700	11512	NA	0.6842
Metro Business College-Jefferson City	Jefferson City	MO	227	1.53752605976372	17700	11512	NA	0.6842
Southern Illinois University Carbondale	Carbondale	IL	14936	1.53658536585366	31500	20500	991	0.4412
Felician College	Lodi	NJ	1918	1.53643020045613	38400	24993	866	0.8138
Rivier College	Nashua	NH	1321	1.536	38400	25000	919	0.8059
Ithaca College	Ithaca	NY	6228	1.53586497890295	36400	23700	1151	0.682
Furman University	Greenville	SC	2799	1.53478260869565	35300	23000	1274	0.6953
Venus Beauty Academy	Sharon Hill	PA	123	1.5337084850491	13900	9063	NA	NA
Regis College	Weston	MA	1151	1.53333333333333	41400	27000	924	0.7603
Ouachita Baptist University	Arkadelphia	AR	1570	1.53315649867374	28900	18850	1099	0.6375
Computer Career Center	El Paso	TX	1498	1.53231453639247	18600	12138.5	NA	NA
Northwest University	Kirkland	WA	1198	1.53212121212121	31600	20625	1036	0.6165
Manhattanville College	Purchase	NY	1689	1.53181818181818	33700	22000	NA	0.6016
Pacific Oaks College	Pasadena	CA	180	1.53170945797674	34900	22785	NA	NA
St Lawrence University	Canton	NY	2335	1.5304347826087	35200	23000	NA	0.4341
University of West Georgia	Carrollton	GA	9875	1.53037563765652	29700	19407	976	0.5484
Horry-Georgetown Technical College	Conway	SC	6837	1.52982456140351	21800	14250	NA	NA
The University of Texas at El Paso	El Paso	TX	18885	1.52876712328767	27900	18250	921	0.992
Willamette University	Salem	OR	1967	1.52857142857143	32100	21000	1236	0.4059
Hawaii Pacific University	Honolulu	HI	6123	1.528	38200	25000	983	0.7071
Greenville Technical College	Greenville	SC	13220	1.52727272727273	25200	16500	NA	NA
Le Moyne College	Syracuse	NY	2640	1.52709665404432	36900	24163.5	1048	0.6166
Laboure College	Boston	MA	714	1.52640683830264	45000	29481	NA	0.5217
Sage College	Moreno Valley	CA	600	1.52571428571429	26700	17500	NA	NA
Northwest Hair Academy	Mount Vernon	WA	231	1.52519893899204	16100	10556	NA	NA
Daniel Webster College	Nashua	NH	642	1.524	38100	25000	935	0.6603
Philadelphia University	Philadelphia	PA	2943	1.524	38100	25000	1084	0.7082
Iowa State University	Ames	IA	23857	1.52323232323232	37700	24750	1145	0.8055
Western Illinois University	Macomb	IL	10520	1.52290303390839	32000	21012.5	970	0.656
Blades School of Hair Design	California	MD	107	1.52274479568234	15800	10376	NA	NA
Saint Mary's University of Minnesota	Winona	MN	2010	1.52272727272727	33500	22000	1046	0.719
University of New Hampshire-Main Campus	Durham	NH	12342	1.52205128205128	37100	24375	1100	0.741
University of New Hampshire at Manchester	Manchester	NH	845	1.52205128205128	37100	24375	1035	0.741
Saint Ambrose University	Davenport	IA	2686	1.52164948453608	36900	24250	1050	0.8392
University of Minnesota-Duluth	Duluth	MN	9782	1.52131847601254	34200	22480.5	1109	0.7637
The University of Tampa	Tampa	FL	6025	1.52045784573332	35600	23414	1064	0.5292
