School.Name	State	Admin1987	Admin2011	Student1987	Student2011	AdminFC	StudentFC	AdmintoStudentFCRatio
West Kentucky Community and Technical College	Kentucky	18	78	1516	4265	4.33333333333333	2.81332453825858	1.54028917545916
Wheaton College	Massachusetts	72	176	1039	1649	2.44444444444444	1.58710298363811	1.54019270938616
Ohio University-Southern Campus	Ohio	8	24	817	1594	3	1.95104039167687	1.53764115432873
Chipola College	Florida	23	53	1102	1652	2.30434782608696	1.49909255898367	1.53716180650595
Eastern Nazarene College	Massachusetts	38	83	717	1019	2.18421052631579	1.42119944211994	1.53687826042043
Long Island University-Brooklyn Campus	New York	121	352	3932	7446	2.90909090909091	1.89369277721261	1.53620003418553
Maryland Institute College of Art	Maryland	45	148	1021	2186	3.28888888888889	2.14103819784525	1.5361187353868
Pittsburg State University	Kansas	96	236	4321	6917	2.45833333333333	1.6007868548947	1.53570309864585
Morgan State University	Maryland	145	504	3298	7466	3.47586206896552	2.26379624014554	1.53541295251115
Wheaton College	Illinois	145	275	2432	3005	1.89655172413793	1.23560855263158	1.53491307590797
Central Piedmont Community College	North Carolina	139	390	8758	16014	2.80575539568345	1.82849965745604	1.53445770921667
University of Wisconsin-River Falls	Wisconsin	89	177	4741	6145	1.98876404494382	1.29614005484075	1.53437434289319
Missouri University of Science and Technology	Missouri	150	328	4520	6445	2.18666666666667	1.42588495575221	1.53355055598655
Texarkana College	Texas	29	56	2284	2880	1.93103448275862	1.26094570928196	1.53141762452107
Lincoln University	Missouri	62	150	1665	2633	2.41935483870968	1.58138138138138	1.52989966063487
Northern Kentucky University	Kentucky	192	609	6170	12795	3.171875	2.07374392220421	1.52954034779211
Central Michigan University	Michigan	326	770	15427	23832	2.36196319018405	1.54482400985286	1.52895292610647
Middlesex Community College	Connecticut	31	55	1532	1778	1.7741935483871	1.16057441253264	1.52872020029754
Bryn Mawr College	Pennsylvania	101	181	1515	1777	1.79207920792079	1.17293729372937	1.52785593697243
Cleveland State Community College	Tennessee	22	49	1815	2646	2.22727272727273	1.45785123966942	1.52777777777778
North Central College	Illinois	64	170	1595	2776	2.65625	1.74043887147335	1.52619551512968
College of the Mainland	Texas	44	105	1794	2809	2.38636363636364	1.56577480490524	1.52407844914075
St Petersburg College	Florida	109	340	11082	22687	3.11926605504587	2.04719364735607	1.52367904183093
LeTourneau University	Texas	30	159	699	2432	5.3	3.47925608011445	1.52331414473684
Oklahoma Baptist University	Oklahoma	48	93	1338	1702	1.9375	1.27204783258595	1.52313454759107
Prairie State College	Illinois	39	96	2526	4083	2.46153846153846	1.61638954869359	1.52286214887244
Hocking College	Ohio	48	130	2794	4969	2.70833333333333	1.77845382963493	1.52285838867646
SUNY College of Technology at Delhi	New York	65	124	2308	2895	1.90769230769231	1.25433275563258	1.5208821575661
CUNY Queensborough Community College	New York	75	180	7795	12302	2.4	1.57819114817191	1.5207283368558
University of Wisconsin-Stout	Wisconsin	173	306	7083	8239	1.76878612716763	1.16320768036143	1.52061077057025
Mount St. Mary's College	California	48	167	1023	2341	3.47916666666667	2.28836754643206	1.52037056813328
Gulf Coast State College	Florida	50	133	2737	4794	2.66	1.75155279503106	1.5186524822695
California Polytechnic State University-San Luis Obispo	California	323	599	14216	17361	1.85448916408669	1.2212296004502	1.518542592976
Sarah Lawrence College	New York	52	135	975	1668	2.59615384615385	1.71076923076923	1.51753597122302
Lorain County Community College	Ohio	52	185	3463	8125	3.55769230769231	2.34623159110598	1.51634319526627
University of South Dakota	South Dakota	194	481	5119	8371	2.47938144329897	1.6352803281891	1.51618129354288
Embry-Riddle Aeronautical University-Daytona Beach	Florida	579	572	7533	4915	0.987910189982729	0.652462498340635	1.51412562790232
Texas Southern University	Texas	156	437	5450	10093	2.80128205128205	1.85192660550459	1.51263124734838
Alcorn State University	Mississippi	83	211	2224	3739	2.5421686746988	1.68120503597122	1.51211102768925
William Woods University	Missouri	26	91	698	1617	3.5	2.31661891117479	1.51082251082251
Eastern Illinois University	Illinois	236	384	9398	10125	1.6271186440678	1.0773568844435	1.51028750784683
Dakota Wesleyan University	South Dakota	36	64	620	730	1.77777777777778	1.17741935483871	1.50989345509893
University of Nevada-Las Vegas	Nevada	214	945	8398	24567	4.41588785046729	2.92533936651584	1.50953010820305
Community College of Vermont	Vermont	33	131	1371	3608	3.96969696969697	2.63165572574763	1.50844083854062
Danville Area Community College	Illinois	34	67	1849	2417	1.97058823529412	1.3071930773391	1.50749592348317
Hanover College	Indiana	80	120	1076	1071	1.5	0.995353159851301	1.50700280112045
Albright College	Pennsylvania	50	119	1502	2373	2.38	1.57989347536618	1.50643067846608
University of Detroit Mercy	Michigan	163	318	3748	4855	1.95092024539877	1.29535752401281	1.50608631920795
Roger Williams University	Rhode Island	78	243	2140	4431	3.11538461538462	2.07056074766355	1.50460913494089
Purdue University-Main Campus	Indiana	1432	2844	30525	40313	1.98603351955307	1.3206552006552	1.50382440365037
Jefferson Davis Community College	Alabama	11	23	708	985	2.09090909090909	1.39124293785311	1.50290724503922
South Suburban College	Illinois	33	69	3927	5464	2.09090909090909	1.39139292080469	1.50274524158126
University of Portland	Oregon	73	237	1883	4073	3.24657534246575	2.16303770578864	1.50093330956617
Hampshire College	Massachusetts	63	118	1180	1473	1.87301587301587	1.24830508474576	1.50044720309486
Clarkson University	New York	148	209	3692	3479	1.41216216216216	0.942307692307692	1.49862107004964
Palo Alto College	Texas	15	84	1488	5562	5.6	3.73790322580645	1.49816612729234
University of North Dakota	North Dakota	459	945	9477	13026	2.05882352941176	1.37448559670782	1.49788657978161
University of Cincinnati-Blue Ash College	Ohio	26	69	2104	3728	2.65384615384615	1.77186311787072	1.49777154176296
Westmont College	California	63	112	1283	1525	1.77777777777778	1.18862042088854	1.49566484517304
Mississippi Valley State University	Mississippi	83	165	1710	2273	1.98795180722892	1.32923976608187	1.49555547310226
University of New Haven	Connecticut	87	249	2962	5669	2.86206896551724	1.91390952059419	1.49540452916953
University of St Francis	Illinois	56	123	1869	2747	2.19642857142857	1.46976993044409	1.49440298507463
Seattle Community College-North Campus	Washington	44	82	3469	4330	1.86363636363636	1.24819832804843	1.49306109594793
College of Saint Elizabeth	New Jersey	42	114	643	1169	2.71428571428571	1.81804043545879	1.49297323719907
Morrisville State College	New York	77	118	2892	2972	1.53246753246753	1.02766251728907	1.49121672405656
University of Arkansas at Little Rock	Arkansas	349	745	6946	9960	2.13467048710602	1.43391880218831	1.48869690797574
Berea College	Kentucky	111	172	1574	1639	1.54954954954955	1.04129606099111	1.48809700487553
Fitchburg State University	Massachusetts	70	127	4212	5137	1.81428571428571	1.2196106362773	1.48759420451069
Dalton State College	Georgia	19	102	1149	4148	5.36842105263158	3.61009573542211	1.48705780845557
Volunteer State Community College	Tennessee	27	106	2183	5773	3.92592592592593	2.64452588181402	1.48454811991968
Spokane Falls Community College	Washington	74	123	5599	6277	1.66216216216216	1.12109305233077	1.48262640528054
Massachusetts College of Art and Design	Massachusetts	73	135	1548	1931	1.84931506849315	1.24741602067183	1.48251668877649
Nazareth College	New York	70	174	1698	2849	2.48571428571429	1.67785630153121	1.48148222433937
University of Southern California	California	2531	6235	20614	34282	2.46345318056104	1.66304453284176	1.48129116924582
Spartanburg Methodist College	South Carolina	32	47	828	821	1.46875	0.991545893719807	1.48127283800244
Cooper Union for the Advancement of Science and Art	New York	45	74	905	1006	1.64444444444444	1.11160220994475	1.47934614535012
Westmoreland County Community College	Pennsylvania	30	91	2425	4979	3.03333333333333	2.05319587628866	1.47737162750218
University of California Hastings College of Law	California	67	93	1379	1297	1.38805970149254	0.940536620739666	1.47581675278197
Jacksonville State University	Alabama	91	194	5495	7938	2.13186813186813	1.44458598726115	1.47576409481171
Holyoke Community College	Massachusetts	61	131	3382	4923	2.14754098360656	1.45564754583087	1.47531659690379
Peru State College	Nebraska	24	57	1054	1697	2.375	1.6100569259962	1.47510312315851
Owens Community College	Ohio	42	185	3267	9756	4.40476190476191	2.9862258953168	1.47502635740643
Inter American University of Puerto Rico-San German	Puerto Rico	76	118	5276	5559	1.55263157894737	1.05363912054587	1.47358953238466
Pratt Institute-Main	New York	157	365	3021	4769	2.32484076433121	1.57861635220126	1.4727078945365
California State Polytechnic University-Pomona	California	286	532	13995	17704	1.86013986013986	1.26502322257949	1.47043929861372
Tyler Junior College	Texas	70	169	5255	8635	2.41428571428571	1.64319695528069	1.46926131193647
Westminster College	Utah	33	167	856	2949	5.06060606060606	3.44509345794393	1.46893143027426
Dominican College of Blauvelt	New York	32	91	994	1925	2.84375	1.93661971830986	1.46840909090909
Briar Cliff University	Iowa	43	69	980	1071	1.6046511627907	1.09285714285714	1.46830825353397
Lehigh Carbon Community College	Pennsylvania	21	77	1788	4466	3.66666666666667	2.49776286353468	1.4679802955665
Ohio Dominican University	Ohio	39	132	947	2184	3.38461538461538	2.30623020063358	1.46759650605804
Southern Polytechnic State University	Georgia	62	155	2930	4997	2.5	1.70546075085324	1.46587952771663
Xavier University	Ohio	131	375	3268	6382	2.86259541984733	1.95287637698898	1.46583544845833
University of Wisconsin-Madison	Wisconsin	4593	6688	37555	37314	1.45612889179186	0.993582745306883	1.46553359412669
Cumberland County College	New Jersey	27	89	1348	3032	3.2962962962963	2.24925816023739	1.46550376233754
Manchester Community College	New Hampshire	14	32	1091	1702	2.28571428571429	1.56003666361137	1.46516703038442
California State University-Sacramento	California	320	616	17209	22630	1.925	1.31500958800628	1.46386765355723
Brigham Young University-Idaho	Idaho	54	317	6814	27332	5.87037037037037	4.01115350748459	1.46351177022185
Stony Brook University	New York	449	1282	11753	22930	2.85523385300668	1.9509912362801	1.46347856408144
Arizona State University	Arizona	1232	3941	30287	66224	3.19886363636364	2.18654868425397	1.46297389095412
Missouri Western State University	Missouri	76	168	3163	4781	2.21052631578947	1.51153967752134	1.46243353625645
Marywood University	Pennsylvania	70	164	1995	3199	2.34285714285714	1.60350877192982	1.46108158799625
Susquehanna University	Pennsylvania	61	143	1571	2521	2.34426229508197	1.60471037555697	1.46086317555485
California College of the Arts	California	34	119	877	2102	3.5	2.39680729760547	1.46027592768792
Saint Louis University-Main Campus	Missouri	542	1374	7783	13517	2.53505535055351	1.73673390723371	1.45966825429888
Northeast Wisconsin Technical College	Wisconsin	55	141	3565	6262	2.56363636363636	1.75652173913043	1.45949594959496
Nebraska Wesleyan University	Nebraska	44	106	1235	2040	2.40909090909091	1.65182186234818	1.45844474153298
Columbus State University	Georgia	68	268	2613	7071	3.94117647058824	2.7060849598163	1.45641268811301
Indiana University-Southeast	Indiana	47	119	3067	5335	2.53191489361702	1.7394848386045	1.45555444774572
St Philip's College	Texas	48	120	3773	6483	2.5	1.71826133050623	1.45495912386241
Mercyhurst University	Pennsylvania	75	205	1544	2901	2.73333333333333	1.87888601036269	1.45476272549696
Ohio State University-Lima Campus	Ohio	23	42	985	1239	1.82608695652174	1.25786802030457	1.45173176123802
San Diego Mesa College	California	17	25	12485	12649	1.47058823529412	1.0131357629155	1.45152139439063
University of Oklahoma Health Sciences Center	Oklahoma	393	1516	1791	4762	3.85750636132316	2.65884980457845	1.45081770120323
Delta State University	Mississippi	77	134	2755	3306	1.74025974025974	1.2	1.45021645021645
Bennington College	Vermont	44	84	597	786	1.90909090909091	1.31658291457286	1.4500346981263
Southwestern University	Texas	82	148	1111	1383	1.80487804878049	1.24482448244824	1.44990564873111
Lower Columbia College	Washington	26	53	2016	2835	2.03846153846154	1.40625	1.44957264957265
Western Connecticut State University	Connecticut	77	164	3859	5671	2.12987012987013	1.46955169733091	1.44933324478378
Durham Technical Community College	North Carolina	46	106	2943	4680	2.30434782608696	1.59021406727829	1.44908026755853
Purdue University-Calumet Campus	Indiana	78	199	4189	7377	2.55128205128205	1.76104082119838	1.44873532775119
Wellesley College	Massachusetts	156	268	2214	2627	1.71794871794872	1.18654019873532	1.44786389856812
Manchester Community College	Connecticut	51	102	3333	4607	2	1.38223822382238	1.44692858693293
Lee College	Texas	29	77	2413	4429	2.6551724137931	1.83547451305429	1.44658637039575
Sewanee-The University of the South	Tennessee	83	187	1122	1748	2.25301204819277	1.55793226381462	1.44615533070497
Shawnee State University	Ohio	46	118	2408	4275	2.56521739130435	1.77533222591362	1.44492245105517
McNeese State University	Louisiana	106	201	5916	7768	1.89622641509434	1.3130493576741	1.44413947884888
Ridgewater College	Minnesota	12	55	1065	3381	4.58333333333333	3.17464788732394	1.44372966577936
Logan University	Missouri	22	58	702	1283	2.63636363636364	1.82763532763533	1.44249982285836
The New England Conservatory of Music	Massachusetts	50	79	667	731	1.58	1.09595202398801	1.44166894664843
Central Lakes College-Brainerd	Minnesota	10	55	900	3434	5.5	3.81555555555556	1.44146767617938
University of Arkansas-Fort Smith	Arkansas	60	223	2432	6274	3.71666666666667	2.57976973684211	1.44069705663585
San Jose State University	California	395	715	18705	23504	1.81012658227848	1.25656241646619	1.44053853478212
Alvernia University	Pennsylvania	24	124	719	2586	5.16666666666667	3.59666203059805	1.43651714359371
North Carolina Central University	North Carolina	124	367	3850	7934	2.95967741935484	2.06077922077922	1.43619335322865
Southwest Mississippi Community College	Mississippi	14	37	1109	2041	2.64285714285714	1.84039675383228	1.43602575768181
Harvard University	Massachusetts	3152	6283	18326	25442	1.99333756345178	1.3883007748554	1.43581102852831
University of Colorado Denver	Colorado	355	1365	6490	17382	3.84507042253521	2.67827426810478	1.43565222887202
Mountain Empire Community College	Virginia	21	39	1623	2104	1.85714285714286	1.29636475662354	1.43257740358501
Jackson State University	Mississippi	265	570	5118	7686	2.15094339622642	1.50175849941383	1.43228315142946
Culinary Institute of America	New York	67	195	1833	3725	2.91044776119403	2.03218767048554	1.43217469698487
University of Maine	Maine	511	709	9312	9022	1.38747553816047	0.968857388316151	1.43207406465864
University of Southern Indiana	Indiana	73	271	3443	8935	3.71232876712329	2.59512053441766	1.43050340740968
Kellogg Community College	Michigan	41	86	2941	4317	2.09756097560976	1.46786807208433	1.42898467205659
Benedict College	South Carolina	71	230	1456	3302	3.23943661971831	2.26785714285714	1.42841299767107
California State University-Long Beach	California	434	731	23817	28094	1.68433179723502	1.17957761262963	1.42791095660093
